"","X","SOCIALNETW","CHECK","SOCIALNE_1","SOCIALNE_2","PERSON_WIT","SOCIALNE_3","NUMBER_OF_","RELATIONSH","GENDER","RELATION_1","LONG_LIST","SOCIALNE_4","SOCIALNE_5","SOCIALNE_6","SOCIALNE_7","UNIQUE","OBJECTID","FIELD1","ADDRESS","PRECISION","LAT","LON","ADDRESS_1","What.gender.do.you.identify.with.","gender_guess","relationship_gender","place_type"
"904",904,729,"Correct",10080,NA,"Danny (Partner)","Partner",NA,"Romantic","Undefined from relationship",NA,"Danny: Home, the sentient bean, victory drive, restaurants on victory drive, club one for shows on jefferson st.",NA,NA,"Place4","Club One","Club One",64,64,"1 Jefferson St, Savannah, GA 31401, United States","Rooftop",32.081659,-81.094589,"1 Jefferson St, Savannah, GA 31401, United States","Non-Binary","M","N-M","house"
"905",905,910,"Different from Google - needs to be re-geocoded",10063,NA,"Matthew (Partner)","Partner",NA,"Romantic","Undefined from relationship",NA,"Matthew: Lula's italian cafe, Tropiop, McDonalds (Montgomery), Tropical smoothie cafe.",NA,NA,"Place2","Tropiop","Troupial on the Fly",214,214,"7082 Hodgson Memorial Dr, Savannah, GA 31406, United States",NA,32.026686,-81.095134,"UNIDENTIFIED","Female","M","F-M","mud, service, yes, cemetery, reservoir, cemetery"
"906",906,911,"Different from Google - needs to be re-geocoded",10063,NA,"Matthew (Partner)","Partner",NA,"Romantic","Undefined from relationship",NA,"Matthew: Lula's italian cafe, Tropiop, McDonalds (Montgomery), Tropical smoothie cafe.",NA,NA,"Place3","McDonalds-Montgomery","McDonalds-Montgomery",286,286,"2701 Montgomery St, Savannah, GA 31405, United States","Rooftop",32.053124,-81.106803,"2083 NY-208, Montgomery, NY 12549, United States","Female","M","F-M","fast_food"
"907",907,1103,"Correct",10085,NA,"Matthew (Partner)","Partner",NA,"Romantic","Undefined from relationship",NA,"Matthew: Boomies on President St., Bull Street Library, Saigon Bistro (Waters & Derenne), Agathas off MLK blvd, Starland yard, laid air wine bar, River Street. Whole foods off victory & fresh market off abercorn, Daffin Park, Moon river brewing.",NA,NA,"Place1","Boomies","Boomies",114,114,"409 W Congress St, Savannah, GA 31401, United States","Rooftop",32.080713,-81.096515,"409 W Congress St, Savannah, GA 31401, United States","Female","M","F-M","restaurant, house"
"908",908,1104,"Correct",10085,NA,"Matthew (Partner)","Partner",NA,"Romantic","Undefined from relationship",NA,"Matthew: Boomies on President St., Bull Street Library, Saigon Bistro (Waters & Derenne), Agathas off MLK blvd, Starland yard, laid air wine bar, River Street. Whole foods off victory & fresh market off abercorn, Daffin Park, Moon river brewing.",NA,NA,"Place2","Chatham County Public Library","Chatham County Public Library",11,11,"2002 Bull St, Savannah, GA 31401, United States","Rooftop",32.057675,-81.099576,"2002 Bull St, Savannah, GA 31401, United States","Female","M","F-M","library, apartments"
"909",909,1105,"Correct",10085,NA,"Matthew (Partner)","Partner",NA,"Romantic","Undefined from relationship",NA,"Matthew: Boomies on President St., Bull Street Library, Saigon Bistro (Waters & Derenne), Agathas off MLK blvd, Starland yard, laid air wine bar, River Street. Whole foods off victory & fresh market off abercorn, Daffin Park, Moon river brewing.",NA,NA,"Place3","Saigon Bistro","Saigon Bistro",302,302,"5700 Waters Ave, Savannah, GA 31404, United States","Rooftop",32.025386,-81.093845,"5700 Waters Ave, Savannah, GA 31404, United States","Female","M","F-M","house"
"910",910,1106,"Correct",10085,NA,"Matthew (Partner)","Partner",NA,"Romantic","Undefined from relationship",NA,"Matthew: Boomies on President St., Bull Street Library, Saigon Bistro (Waters & Derenne), Agathas off MLK blvd, Starland yard, laid air wine bar, River Street. Whole foods off victory & fresh market off abercorn, Daffin Park, Moon river brewing.",NA,NA,"Place4","Agathas-MLK Boulevard","Agathas-MLK Boulevard",351,351,"516 Martin Luther King Jr Blvd, Savannah, GA 31401, United States","Rooftop",32.070969,-81.100449,"516 Martin Luther King Jr Blvd, Savannah, GA 31401, United States","Female","M","F-M","house"
"911",911,1107,"Correct",10085,NA,"Matthew (Partner)","Partner",NA,"Romantic","Undefined from relationship",NA,"Matthew: Boomies on President St., Bull Street Library, Saigon Bistro (Waters & Derenne), Agathas off MLK blvd, Starland yard, laid air wine bar, River Street. Whole foods off victory & fresh market off abercorn, Daffin Park, Moon river brewing.",NA,NA,"Place5","Starland Yard","Starland Yard",4,4,"2411 De Soto Ave, Savannah, GA 31401, United States","Rooftop",32.054668,-81.1016,"2411 De Soto Ave, Savannah, GA 31401, United States","Female","M","F-M","food_court, restaurant"
"912",912,1108,"Correct",10085,NA,"Matthew (Partner)","Partner",NA,"Romantic","Undefined from relationship",NA,"Matthew: Boomies on President St., Bull Street Library, Saigon Bistro (Waters & Derenne), Agathas off MLK blvd, Starland yard, laid air wine bar, River Street. Whole foods off victory & fresh market off abercorn, Daffin Park, Moon river brewing.",NA,NA,"Place6","Laid Air Wine Bar","Laid Air Wine Bar",395,395,"2805 Bull St, Savannah, GA 31405, United States","Rooftop",32.052008,-81.102483,"2805 Bull St, Savannah, GA 31405, United States","Female","M","F-M","house, house"
"913",913,1109,"Correct",10085,NA,"Matthew (Partner)","Partner",NA,"Romantic","Undefined from relationship",NA,"Matthew: Boomies on President St., Bull Street Library, Saigon Bistro (Waters & Derenne), Agathas off MLK blvd, Starland yard, laid air wine bar, River Street. Whole foods off victory & fresh market off abercorn, Daffin Park, Moon river brewing.",NA,NA,"Place7","River Street","River Street",8,8,"River St, Georgia 31401, USA","Street",32.085318,-81.099275,"River St, Georgia 31401, USA","Female","M","F-M","residential, attraction"
"914",914,1110,"Correct",10085,NA,"Matthew (Partner)","Partner",NA,"Romantic","Undefined from relationship",NA,"Matthew: Boomies on President St., Bull Street Library, Saigon Bistro (Waters & Derenne), Agathas off MLK blvd, Starland yard, laid air wine bar, River Street. Whole foods off victory & fresh market off abercorn, Daffin Park, Moon river brewing.",NA,NA,"Place8","Whole Foods-Victory","Whole Food-Victory Drive",411,411,"1815 E Victory Dr Ste 101, Savannah, GA 31404, United States","Rooftop",32.043268,-81.071661,"1815 E Victory Dr Ste 101, Savannah, GA 31404, United States","Female","M","F-M",""
"915",915,1111,"Correct",10085,NA,"Matthew (Partner)","Partner",NA,"Romantic","Undefined from relationship",NA,"Matthew: Boomies on President St., Bull Street Library, Saigon Bistro (Waters & Derenne), Agathas off MLK blvd, Starland yard, laid air wine bar, River Street. Whole foods off victory & fresh market off abercorn, Daffin Park, Moon river brewing.",NA,NA,"Place9","Fresh Market-Abercorn","Fresh Market-Abercorn",414,414,"5525 Abercorn St, Savannah, GA 31405, United States","Rooftop",32.024597,-81.111175,"5525 Abercorn St, Savannah, GA 31405, United States","Female","M","F-M","house, house"
"916",916,1112,"Correct",10085,NA,"Matthew (Partner)","Partner",NA,"Romantic","Undefined from relationship",NA,"Matthew: Boomies on President St., Bull Street Library, Saigon Bistro (Waters & Derenne), Agathas off MLK blvd, Starland yard, laid air wine bar, River Street. Whole foods off victory & fresh market off abercorn, Daffin Park, Moon river brewing.",NA,NA,"Place10","Daffin Park","Daffin Park",36,36,"E Victory Dr, Savannah, GA 31404, United States","Site",32.04377,-81.069983,"E Victory Dr, Savannah, GA 31404, United States","Female","M","F-M","primary, primary, primary, primary"
"917",917,1113,"Correct",10085,NA,"Matthew (Partner)","Partner",NA,"Romantic","Undefined from relationship",NA,"Matthew: Boomies on President St., Bull Street Library, Saigon Bistro (Waters & Derenne), Agathas off MLK blvd, Starland yard, laid air wine bar, River Street. Whole foods off victory & fresh market off abercorn, Daffin Park, Moon river brewing.",NA,NA,"Place11","Moon River Brewing","Moon River Brewing",419,419,"21 W Bay St, Savannah, GA 31401, United States","Rooftop",32.080903,-81.092061,"21 W Bay St, Savannah, GA 31401, United States","Female","M","F-M","house, house"
"918",918,909,NA,10063,NA,"Matthew (Partner)","Partner",NA,"Romantic","Undefined from relationship",NA,"Matthew: Lula's italian cafe, Tropiop, McDonalds (Montgomery), Tropical smoothie cafe.",NA,NA,"Place1","Lulu's","Lulu's",0,0,NA,NA,32.080718,-81.096969,NA,"Female","M","F-M","administrative, administrative"
"919",919,655,"Correct",10039,NA,"Kenneth (Significant Other)","Partner",4,"Romantic","Undefined from relationship","Children and Partner","Ethan, Hannah, Sarah, Kenneth: Skidaway Island, Downtown, movies, home, and gardening",NA,NA,"Place1","Skidaway Island","Skidaway Island",53,53,"Skidaway Island, GA, USA","Site",31.937158,-81.052083,"Skidaway Island, GA, USA","Female","M","F-M","village, island"
"920",920,656,"Correct",10039,NA,"Kenneth (Significant Other)","Partner",4,"Romantic","Undefined from relationship","Children and Partner","Ethan, Hannah, Sarah, Kenneth: Skidaway Island, Downtown, movies, home, and gardening",NA,NA,"Place2","Downtown","Downtown",41,41,"104 E Harris St, Savannah, GA 31401, United States","Site",32.074679,-81.088261,"104 E Harris St, Savannah, GA 31401, United States","Female","M","F-M","house"
"921",921,1341,"Correct",10098,NA,"Jimmie (Spouse)","Partner",NA,"Romantic","Undefined from relationship",NA,"Jimmie: Sushi han on broughton st.",NA,NA,"Place1","Sushi Han-Broughton Street","Sushi Han-Broughton Street",130,130,"18 E Broughton St, Savannah, GA 31401, United States","Rooftop",32.079001,-81.09124,"18 E Broughton St, Savannah, GA 31401, United States","Female","Undefined from relationship","F-U","restaurant"
"922",922,1394,"Correct",10110,NA,"Kelvin (Spouse)","Partner",NA,"Romantic","Undefined from relationship",NA,"Kelvin: Movies (Victory Drive), flea market (Ogeechee rd), shopping (Abercorn), T.J. Maxx, Ross.",NA,NA,"Place1","NCG Cinema-Victory Drive","NCG Cinema-Victory Drive",132,132,"3001 Skidaway Rd, Savannah, GA 31404, United States","Rooftop",32.037416,-81.066314,"3001 Skidaway Rd, Savannah, GA 31404, United States","Female","M","F-M","commercial"
"923",923,1395,"Correct",10110,NA,"Kelvin (Spouse)","Partner",NA,"Romantic","Undefined from relationship",NA,"Kelvin: Movies (Victory Drive), flea market (Ogeechee rd), shopping (Abercorn), T.J. Maxx, Ross.",NA,NA,"Place2","Kellers Flea Market","Kellers Flea Market",246,246,"5901 Ogeechee Rd, Savannah, GA 31419, United States","Rooftop",31.996125,-81.248479,"5901 Ogeechee Rd, Savannah, GA 31419, United States","Female","M","F-M","primary, primary, primary, primary"
"924",924,1396,"Correct",10110,NA,"Kelvin (Spouse)","Partner",NA,"Romantic","Undefined from relationship",NA,"Kelvin: Movies (Victory Drive), flea market (Ogeechee rd), shopping (Abercorn), T.J. Maxx, Ross.",NA,NA,"Place3","Oglethorpe Mall","Oglethorpe Mall",12,12,"7804 Abercorn Extention, Savannah, GA 31406, United States","Site",32.004052,-81.115226,"7804 Abercorn Extention, Savannah, GA 31406, United States","Female","M","F-M",""
"925",925,1397,"Different from Google - needs to be re-geocoded",10110,NA,"Kelvin (Spouse)","Partner",NA,"Romantic","Undefined from relationship",NA,"Kelvin: Movies (Victory Drive), flea market (Ogeechee rd), shopping (Abercorn), T.J. Maxx, Ross.",NA,NA,"Place4","TJ Maxx","TJ Maxx",358,358,"250 Pooler Pkwy, Pooler, GA 31322, United States","Rooftop",32.00761,-81.111496,"7400 Abercorn St, Savannah, GA 31406, United States","Female","M","F-M","department_store, house"
"926",926,1398,"Different from Google - needs to be re-geocoded",10110,NA,"Kelvin (Spouse)","Partner",NA,"Romantic","Undefined from relationship",NA,"Kelvin: Movies (Victory Drive), flea market (Ogeechee rd), shopping (Abercorn), T.J. Maxx, Ross.",NA,NA,"Place5","Ross","Ross",383,383,"258 Pooler Pkwy, Pooler, GA 31322, United States","Rooftop",32.006051,-81.11819,"7805 Abercorn St, Savannah, GA 31406, United States","Female","M","F-M","variety_store, department_store"
"927",927,1357,"Correct",10101,NA,"Jerry (Pastor)","Pastor",2,"Other","Undefined from relationship","Pastor & First Lady","Jerry & Sandra: Church (Hanson St).",NA,NA,"Place1","Church-Hanson Street","Savannah Freedom Bible College and Seminary",134,134,"2239 Hanson St, Savannah, GA 31404, USA",NA,32.056821,-81.055531,NA,"Female","Undefined from relationship","F-U","administrative, administrative"
"928",928,1382,"Different from Google - needs to be re-geocoded",10107,NA,"Pastor Brown (Pastor)","Pastor",NA,"Other","Undefined from relationship",NA,"Pastor Brown: Church (Conwell st.), Walmart (Abercorn).",NA,NA,"Place1","Christ First Community Church","Christ First Community Church",143,143,"2202 US-80, Garden City, GA 31408","Rooftop",32.08749,-81.172537,"2202 US-80, Garden City, GA 31408, United States","Male","M","M-M","house"
"929",929,1383,"Correct",10107,NA,"Pastor Brown (Pastor)","Pastor",NA,"Other","Undefined from relationship",NA,"Pastor Brown: Church (Conwell st.), Walmart (Abercorn).",NA,NA,"Place2","Walmart-Abercorn","Walmart-Abercorn",145,145,"14030 Abercorn St, Savannah, GA 31419, United States","Rooftop",31.98093,-81.174078,"14030 Abercorn St, Savannah, GA 31419, United States","Male","M","M-M","supermarket, house"
"930",930,6,"Correct",10044,NA,"Avery (Sister)","Sister",2,"Family","F","Mom+Sister","Erica & Avery: Goes to wormslow, skidaway island, forsyth park, coffee shops and telfair museum.",NA,NA,"Place1","Wormsloe","Wormsloe",1,1,"7601 Skidaway Rd, Savannah, GA 31406, United States","Rooftop",31.965978,-81.068378,"7601 Skidaway Rd, Savannah, GA 31406, United States","Female","F","F-F","secondary, secondary, secondary, secondary, primary, primary, primary, primary, secondary"
"931",931,7,"Correct",10044,NA,"Avery (Sister)","Sister",2,"Family","F","Mom+Sister","Erica & Avery: Goes to wormslow, skidaway island, forsyth park, coffee shops and telfair museum.",NA,NA,"Place2","Skidaway Island","Skidaway Island",53,53,"Skidaway Island, GA, USA","Site",31.937158,-81.052083,"Skidaway Island, GA, USA","Female","F","F-F","village, island"
"932",932,8,"Correct",10044,NA,"Avery (Sister)","Sister",2,"Family","F","Mom+Sister","Erica & Avery: Goes to wormslow, skidaway island, forsyth park, coffee shops and telfair museum.",NA,NA,"Place3","Forsyth Park","Forsyth Park",3,3,"Savannah, GA 31401, United States","Site",32.074679,-81.088261,"Savannah, GA 31401, United States","Female","F","F-F","administrative"
"933",933,10,"Correct",10044,NA,"Avery (Sister)","Sister",2,"Family","F","Mom+Sister","Erica & Avery: Goes to wormslow, skidaway island, forsyth park, coffee shops and telfair museum.",NA,NA,"Place5","Telfair Museum","Telfair Museum",359,359,"207 W York St, Savannah, GA 31401, United States","Rooftop",32.078106,-81.094767,"207 W York St, Savannah, GA 31401, United States","Female","F","F-F","museum, gift"
"934",934,79,"Different from Google - needs to be re-geocoded",10043,NA,"Keisha (Sister)","Sister",NA,"Family","F",NA,"Skippers, Bj's, Jesus First Church, home. She does not have much of an active social life.",NA,NA,"Place1","Skippers","Skippers",7,7,"51 Johnny Mercer Blvd, Savannah, GA 31410","Rooftop",31.368646,-81.437168,"85 Screven St, Darien, GA 31305, United States","Female","F","F-F","restaurant, bar"
"935",935,81,"Correct",10043,NA,"Keisha (Sister)","Sister",NA,"Family","F",NA,"Skippers, Bj's, Jesus First Church, home. She does not have much of an active social life.",NA,NA,"Place3","Jesus First Church","Jesus First Church",249,249,"2202 US-80, Garden City, GA 31408, United States","Rooftop",32.08749,-81.172537,"2202 US-80, Garden City, GA 31408, United States","Female","F","F-F","house"
"936",936,83,"Different from Google - needs to be re-geocoded",10043,NA,"Audrey (Sister)","Sister",NA,"Family","F",NA,"Skippers, Bj's, Jesus First Church, home. She does not have much of an active social life.",NA,NA,"Place1","Skippers","Skippers",7,7,"51 Johnny Mercer Blvd, Savannah, GA 31410","Rooftop",31.368646,-81.437168,"85 Screven St, Darien, GA 31305, United States","Female","F","F-F","restaurant, bar"
"937",937,85,"Correct",10043,NA,"Audrey (Sister)","Sister",NA,"Family","F",NA,"Skippers, Bj's, Jesus First Church, home. She does not have much of an active social life.",NA,NA,"Place3","Jesus First Church","Jesus First Church",249,249,"2202 US-80, Garden City, GA 31408, United States","Rooftop",32.08749,-81.172537,"2202 US-80, Garden City, GA 31408, United States","Female","F","F-F","house"
"938",938,218,"Correct",10053,NA,"Sh'mona (Sister)","Sister",NA,"Family","F",NA,"Sh'mona: Cheddars, outback, applebees, bowling, tybee, movies, wine sipping at home","Wine sipping",NA,"Place1","Cheddars","Cheddar's",17,17,"1425 Benton Blvd, Pooler, GA 31322, United States","Rooftop",32.146569,-81.248323,"1425 Benton Blvd, Pooler, GA 31322, United States","Female","F","F-F","house"
"939",939,219,"Correct",10053,NA,"Sh'mona (Sister)","Sister",NA,"Family","F",NA,"Sh'mona: Cheddars, outback, applebees, bowling, tybee, movies, wine sipping at home","Wine sipping",NA,"Place2","Outback Steakhouse","Outback Steakhouse",158,158,"11196 Abercorn St, Savannah, GA 31419, United States","Rooftop",31.981048,-81.145379,"11196 Abercorn St, Savannah, GA 31419, United States","Female","F","F-F","house"
"940",940,220,"Correct",10053,NA,"Sh'mona (Sister)","Sister",NA,"Family","F",NA,"Sh'mona: Cheddars, outback, applebees, bowling, tybee, movies, wine sipping at home","Wine sipping",NA,"Place3","Applebees","Applebee's",82,82,"11120 Abercorn St, Savannah, GA 31419, United States","Rooftop",31.980385,-81.142868,"11120 Abercorn St, Savannah, GA 31419, United States","Female","F","F-F","house"
"941",941,221,"Correct",10053,NA,"Sh'mona (Sister)","Sister",NA,"Family","F",NA,"Sh'mona: Cheddars, outback, applebees, bowling, tybee, movies, wine sipping at home","Wine sipping",NA,"Place4","Bowling","Bowlero",321,321,"115 Tibet Ave, Savannah, GA 31406, United States","Rooftop",31.988844,-81.13352,"115 Tibet Ave, Savannah, GA 31406, United States","Female","F","F-F","house, house"
"942",942,222,"Correct",10053,NA,"Sh'mona (Sister)","Sister",NA,"Family","F",NA,"Sh'mona: Cheddars, outback, applebees, bowling, tybee, movies, wine sipping at home","Wine sipping",NA,"Place5","Tybee Island","Tybee Island / Beach",27,27,"Tybee Island, GA, USA","Site",32.00593,-80.855322,"Tybee Island, GA, USA","Female","F","F-F","administrative, island"
"943",943,233,"Correct",10055,NA,"Renada (Sister)","Sister",2,"Family","F","Cousin Pair","Ebony & Renada: Ebony's house, downtown on river street. Wild wings downtown.",NA,NA,"Place2","Downtown","Downtown",41,41,"104 E Harris St, Savannah, GA 31401, United States","Site",32.074679,-81.088261,"104 E Harris St, Savannah, GA 31401, United States","Male","F","M-F","house"
"944",944,234,"Different from Google - needs to be re-geocoded",10055,NA,"Renada (Sister)","Sister",2,"Family","F","Cousin Pair","Ebony & Renada: Ebony's house, downtown on river street. Wild wings downtown.",NA,NA,"Place3","Wild Wings","Wild Wings",256,256,"417 Pooler Pkwy, Pooler, GA 31322, United States","Rooftop",32.006921,-81.114623,"7700 Abercorn St, Savannah, GA 31405, United States","Male","F","M-F","house, restaurant"
"945",945,322,"Correct",10057,NA,"Gina (Sister)","Sister",2,"Family","F","Pair","Gina & Evette: River street, tour boat on river street, shopping, Applebee's on Abercorn, 5/20 wings, say hey on bull street, oglethorpe.","Tour boat (River Street), shopping",NA,"Place1","River Street","River Street",8,8,"River St, Georgia 31401, USA","Street",32.085318,-81.099275,"River St, Georgia 31401, USA","Female","F","F-F","residential, attraction"
"946",946,323,"Correct",10057,NA,"Gina (Sister)","Sister",2,"Family","F","Pair","Gina & Evette: River street, tour boat on river street, shopping, Applebee's on Abercorn, 5/20 wings, say hey on bull street, oglethorpe.","Tour boat (River Street), shopping",NA,"Place2","Applebees-Abercorn","Applebee's",99,99,"11120 Abercorn St, Savannah, GA 31419, United States","Rooftop",31.980385,-81.142868,"11120 Abercorn St, Savannah, GA 31419, United States","Female","F","F-F","house"
"947",947,324,"Correct",10057,NA,"Gina (Sister)","Sister",2,"Family","F","Pair","Gina & Evette: River street, tour boat on river street, shopping, Applebee's on Abercorn, 5/20 wings, say hey on bull street, oglethorpe.","Tour boat (River Street), shopping",NA,"Place3","5/20 Wings","5/20 Wings",260,260,"2705 Bull St, Savannah, GA 31401, United States","Rooftop",32.052674,-81.102343,"2705 Bull St, Savannah, GA 31401, United States","Female","F","F-F","restaurant"
"948",948,325,"Correct",10057,NA,"Gina (Sister)","Sister",2,"Family","F","Pair","Gina & Evette: River street, tour boat on river street, shopping, Applebee's on Abercorn, 5/20 wings, say hey on bull street, oglethorpe.","Tour boat (River Street), shopping",NA,"Place4","Say Hey-Bull Street","Say Hey-Bull Street",324,324,"2505 Bull St, Savannah, GA 31401, United States","Rooftop",32.053699,-81.101933,"2505 Bull St, Savannah, GA 31401, United States","Female","F","F-F","commercial"
"949",949,326,"Correct",10057,NA,"Gina (Sister)","Sister",2,"Family","F","Pair","Gina & Evette: River street, tour boat on river street, shopping, Applebee's on Abercorn, 5/20 wings, say hey on bull street, oglethorpe.","Tour boat (River Street), shopping",NA,"Place5","Oglethorpe Mall","Oglethorpe Mall",12,12,"7804 Abercorn Extention, Savannah, GA 31406, United States","Site",32.004052,-81.115226,"7804 Abercorn Extention, Savannah, GA 31406, United States","Female","F","F-F",""
"950",950,327,"Correct",10057,NA,"Evette (Sister)","Sister",2,"Family","F","Pair","Gina & Evette: River street, tour boat on river street, shopping, Applebee's on Abercorn, 5/20 wings, say hey on bull street, oglethorpe.","Tour boat (River Street), shopping",NA,"Place1","River Street","River Street",8,8,"River St, Georgia 31401, USA","Street",32.085318,-81.099275,"River St, Georgia 31401, USA","Female","F","F-F","residential, attraction"
"951",951,328,"Correct",10057,NA,"Evette (Sister)","Sister",2,"Family","F","Pair","Gina & Evette: River street, tour boat on river street, shopping, Applebee's on Abercorn, 5/20 wings, say hey on bull street, oglethorpe.","Tour boat (River Street), shopping",NA,"Place2","Applebees-Abercorn","Applebee's",99,99,"11120 Abercorn St, Savannah, GA 31419, United States","Rooftop",31.980385,-81.142868,"11120 Abercorn St, Savannah, GA 31419, United States","Female","F","F-F","house"
"952",952,329,"Correct",10057,NA,"Evette (Sister)","Sister",2,"Family","F","Pair","Gina & Evette: River street, tour boat on river street, shopping, Applebee's on Abercorn, 5/20 wings, say hey on bull street, oglethorpe.","Tour boat (River Street), shopping",NA,"Place3","5/20 Wings","5/20 Wings",260,260,"2705 Bull St, Savannah, GA 31401, United States","Rooftop",32.052674,-81.102343,"2705 Bull St, Savannah, GA 31401, United States","Female","F","F-F","restaurant"
"953",953,330,"Correct",10057,NA,"Evette (Sister)","Sister",2,"Family","F","Pair","Gina & Evette: River street, tour boat on river street, shopping, Applebee's on Abercorn, 5/20 wings, say hey on bull street, oglethorpe.","Tour boat (River Street), shopping",NA,"Place4","Say Hey-Bull Street","Say Hey-Bull Street",324,324,"2505 Bull St, Savannah, GA 31401, United States","Rooftop",32.053699,-81.101933,"2505 Bull St, Savannah, GA 31401, United States","Female","F","F-F","commercial"
"954",954,331,"Correct",10057,NA,"Evette (Sister)","Sister",2,"Family","F","Pair","Gina & Evette: River street, tour boat on river street, shopping, Applebee's on Abercorn, 5/20 wings, say hey on bull street, oglethorpe.","Tour boat (River Street), shopping",NA,"Place5","Oglethorpe Mall","Oglethorpe Mall",12,12,"7804 Abercorn Extention, Savannah, GA 31406, United States","Site",32.004052,-81.115226,"7804 Abercorn Extention, Savannah, GA 31406, United States","Female","F","F-F",""
"955",955,478,"Different from Google - needs to be re-geocoded",10064,NA,"Tatyana (Sister)","Sister",6,"Family","F","Family","Tatyanna, Brandon, Jasmine, Hanif, Qianna, Brandi: city market, jalapenos on abercorn, planet fitness on hwy 17, applebees on abercorn.",NA,NA,"Place2","Jalapenos","Jalapeno's",152,152,"8840 Abercorn St #5, Savannah, GA 31406","7 E Broughton St, Savannah, GA 31401",32.041247,-81.009305,"107 Charlotte Rd A, Savannah, GA 31410, United States","Female","F","F-F","dentist"
"956",956,479,"Correct",10064,NA,"Tatyana (Sister)","Sister",6,"Family","F","Family","Tatyanna, Brandon, Jasmine, Hanif, Qianna, Brandi: city market, jalapenos on abercorn, planet fitness on hwy 17, applebees on abercorn.",NA,NA,"Place3","Planet Fitness-Highway 17","Planet Fitness-Highway 17",269,269,"3609 Ogeechee Rd, Savannah, GA 31405, United States","Rooftop",32.051355,-81.144331,"3609 Ogeechee Rd, Savannah, GA 31405, United States","Female","F","F-F","primary, primary, primary, primary, primary, primary"
"957",957,480,"Correct",10064,NA,"Tatyana (Sister)","Sister",6,"Family","F","Family","Tatyanna, Brandon, Jasmine, Hanif, Qianna, Brandi: city market, jalapenos on abercorn, planet fitness on hwy 17, applebees on abercorn.",NA,NA,"Place4","Applebees-Abercorn","Applebee's",99,99,"11120 Abercorn St, Savannah, GA 31419, United States","Rooftop",31.980385,-81.142868,"11120 Abercorn St, Savannah, GA 31419, United States","Female","F","F-F","house"
"958",958,482,"Different from Google - needs to be re-geocoded",10064,NA,"Brandi (Sister)","Sister",6,"Family","F","Family","Tatyanna, Brandon, Jasmine, Hanif, Qianna, Brandi: city market, jalapenos on abercorn, planet fitness on hwy 17, applebees on abercorn.",NA,NA,"Place2","Jalapenos","Jalapeno's",152,152,"8840 Abercorn St #5, Savannah, GA 31406","7 E Broughton St, Savannah, GA 31401",32.041247,-81.009305,"107 Charlotte Rd A, Savannah, GA 31410, United States","Female","F","F-F","dentist"
"959",959,483,"Correct",10064,NA,"Brandi (Sister)","Sister",6,"Family","F","Family","Tatyanna, Brandon, Jasmine, Hanif, Qianna, Brandi: city market, jalapenos on abercorn, planet fitness on hwy 17, applebees on abercorn.",NA,NA,"Place3","Planet Fitness-Highway 17","Planet Fitness-Highway 17",269,269,"3609 Ogeechee Rd, Savannah, GA 31405, United States","Rooftop",32.051355,-81.144331,"3609 Ogeechee Rd, Savannah, GA 31405, United States","Female","F","F-F","primary, primary, primary, primary, primary, primary"
"960",960,484,"Correct",10064,NA,"Brandi (Sister)","Sister",6,"Family","F","Family","Tatyanna, Brandon, Jasmine, Hanif, Qianna, Brandi: city market, jalapenos on abercorn, planet fitness on hwy 17, applebees on abercorn.",NA,NA,"Place4","Applebees-Abercorn","Applebee's",99,99,"11120 Abercorn St, Savannah, GA 31419, United States","Rooftop",31.980385,-81.142868,"11120 Abercorn St, Savannah, GA 31419, United States","Female","F","F-F","house"
"961",961,494,"Different from Google - needs to be re-geocoded",10064,NA,"Jasmine (Sister)","Sister",6,"Family","F","Family","Tatyanna, Brandon, Jasmine, Hanif, Qianna, Brandi: city market, jalapenos on abercorn, planet fitness on hwy 17, applebees on abercorn.",NA,NA,"Place2","Jalapenos","Jalapeno's",152,152,"8840 Abercorn St #5, Savannah, GA 31406","7 E Broughton St, Savannah, GA 31401",32.041247,-81.009305,"107 Charlotte Rd A, Savannah, GA 31410, United States","Female","F","F-F","dentist"
"962",962,495,"Correct",10064,NA,"Jasmine (Sister)","Sister",6,"Family","F","Family","Tatyanna, Brandon, Jasmine, Hanif, Qianna, Brandi: city market, jalapenos on abercorn, planet fitness on hwy 17, applebees on abercorn.",NA,NA,"Place3","Planet Fitness-Highway 17","Planet Fitness-Highway 17",269,269,"3609 Ogeechee Rd, Savannah, GA 31405, United States","Rooftop",32.051355,-81.144331,"3609 Ogeechee Rd, Savannah, GA 31405, United States","Female","F","F-F","primary, primary, primary, primary, primary, primary"
"963",963,496,"Correct",10064,NA,"Jasmine (Sister)","Sister",6,"Family","F","Family","Tatyanna, Brandon, Jasmine, Hanif, Qianna, Brandi: city market, jalapenos on abercorn, planet fitness on hwy 17, applebees on abercorn.",NA,NA,"Place4","Applebees-Abercorn","Applebee's",99,99,"11120 Abercorn St, Savannah, GA 31419, United States","Rooftop",31.980385,-81.142868,"11120 Abercorn St, Savannah, GA 31419, United States","Female","F","F-F","house"
"964",964,552,"Correct",10066,NA,"Edna (Sister)","Sister",NA,"Family","F",NA,"Edna: Go out to eat barnes restaurant, red lobster on montgomery cross rd, united house of prayer church on west bay st.",NA,NA,"Place1","Barnes Restaurant","Barnes Restaurant",44,44,"5320 Waters Ave, Savannah, GA 31404, United States","Rooftop",32.027854,-81.092755,"5320 Waters Ave, Savannah, GA 31404, United States","Female","F","F-F","house"
